Date,Open,High,Low,Close,Adj Close,Volume
2025-02-28,191.30999755859375,195.0,190.75,194.5800018310547,191.61279296875,1815900
2025-03-03,194.16000366210938,194.3800048828125,186.25,187.69000244140625,184.827880859375,1475700
2025-03-04,183.19000244140625,187.57000732421875,176.61000061035156,183.5399932861328,180.74114990234375,2060000
2025-03-05,184.0,188.1300048828125,181.5,187.6199951171875,184.75894165039062,1292600
2025-03-06,184.4600067138672,190.22000122070312,182.1199951171875,182.42999267578125,179.64808654785156,1355400
2025-03-07,181.75999450683594,189.97000122070312,179.3800048828125,188.41000366210938,185.53689575195312,2239400
2025-03-10,190.0,192.8000030517578,182.99000549316406,185.22000122070312,182.39553833007812,3573400
2025-03-11,184.66000366210938,187.3699951171875,173.16000366210938,174.9199981689453,172.2526092529297,2382100
2025-03-12,179.6699981689453,184.1199951171875,173.6199951171875,174.89999389648438,172.23291015625,1836700
2025-03-13,171.92999267578125,174.8699951171875,163.36000061035156,165.07000732421875,162.55282592773438,1970500
2025-03-14,168.55999755859375,171.97000122070312,166.44000244140625,167.5,164.9457550048828,1547300
2025-03-17,168.10000610351562,176.49000549316406,167.25,175.0,172.33139038085938,2080500
2025-03-18,171.14999389648438,176.25,171.10000610351562,172.27999877929688,169.65286254882812,2394800
2025-03-19,157.8000030517578,167.16000366210938,149.05999755859375,166.27000427246094,163.73451232910156,7371000
2025-03-20,165.05999755859375,170.3300018310547,162.1699981689453,164.99000549316406,162.4740447998047,3047700
2025-03-21,161.13999938964844,165.2899932861328,157.13999938964844,163.64999389648438,161.15447998046875,31888900
2025-03-24,166.5800018310547,171.0800018310547,165.16000366210938,170.3000030517578,167.70306396484375,2403100
2025-03-25,170.0,171.2899932861328,166.88999938964844,169.1699981689453,166.5902862548828,1902400
2025-03-26,169.3000030517578,169.8800048828125,163.7899932861328,165.36000061035156,162.83839416503906,1278600
2025-03-27,163.8800048828125,167.86000061035156,162.82000732421875,164.4199981689453,161.9127197265625,1334000
2025-03-28,163.10000610351562,164.35000610351562,158.0800018310547,158.97999572753906,156.5556640625,2284200
2025-03-31,155.4600067138672,159.72000122070312,153.74000549316406,158.10000610351562,155.68911743164062,2071800
