Date,Open,High,Low,Close,Adj Close,Volume
2025-02-28,127.80999755859375,130.0,123.62000274658203,129.97000122070312,128.65780639648438,2288300
2025-03-03,131.39999389648438,131.44000244140625,127.80000305175781,129.1999969482422,127.89559173583984,1714300
2025-03-04,128.88999938964844,134.86000061035156,127.38999938964844,132.22000122070312,130.8850860595703,1991100
2025-03-05,131.85000610351562,135.58999633789062,131.25,133.7100067138672,132.3600616455078,1819500
2025-03-06,132.1699981689453,133.60000610351562,131.00999450683594,133.05999755859375,131.71661376953125,1489400
2025-03-07,131.97000122070312,140.22999572753906,130.6999969482422,139.24000549316406,137.834228515625,2539300
2025-03-10,138.64999389648438,143.0,136.44000244140625,137.3800048828125,135.99301147460938,2016600
2025-03-11,136.66000366210938,137.25999450683594,132.75,134.11000061035156,132.7560272216797,1871100
2025-03-12,133.85000610351562,134.83999633789062,131.02999877929688,133.60000610351562,132.2511749267578,1203800
2025-03-13,133.1999969482422,134.75999450683594,132.22999572753906,132.86000061035156,131.51864624023438,1291200
2025-03-14,133.22999572753906,135.5500030517578,132.6300048828125,134.5500030517578,133.59378051757812,803900
2025-03-17,136.8699951171875,142.27000427246094,135.5500030517578,138.1999969482422,137.2178497314453,1711500
2025-03-18,137.22999572753906,139.0,136.14999389648438,138.66000366210938,137.67457580566406,1382400
2025-03-19,138.9499969482422,141.6999969482422,137.7899932861328,138.60000610351562,137.61500549316406,1416400
2025-03-20,137.30999755859375,137.30999755859375,133.50999450683594,134.85000610351562,133.89166259765625,1955100
2025-03-21,134.27000427246094,134.75,132.0800018310547,133.8300018310547,132.87889099121094,3989800
2025-03-24,134.74000549316406,136.0500030517578,133.44000244140625,135.7899932861328,134.824951171875,1078100
2025-03-25,136.6699981689453,137.3300018310547,134.6699981689453,136.25,135.28170776367188,1341300
2025-03-26,136.25,137.52999877929688,135.1699981689453,136.33999633789062,135.3710479736328,1032400
2025-03-27,136.74000549316406,137.1999969482422,134.99000549316406,135.67999267578125,134.7157440185547,1002900
2025-03-28,134.1999969482422,136.27000427246094,132.8000030517578,134.05999755859375,133.1072540283203,1592100
2025-03-31,133.36000061035156,136.30999755859375,132.6699981689453,134.94000244140625,133.9810028076172,1843000
2025-04-01,134.94000244140625,135.74000549316406,132.9499969482422,134.9600067138672,134.0008544921875,1512500
2025-04-02,133.1699981689453,143.5500030517578,132.42999267578125,142.94000244140625,141.92416381835938,3736900
2025-04-03,139.13999938964844,143.9600067138672,138.00999450683594,139.49000549316406,138.49867248535156,2090400
2025-04-04,136.8000030517578,140.30999755859375,133.11000061035156,133.13999938964844,132.19378662109375,2770600
2025-04-07,130.80999755859375,136.7899932861328,128.32000732421875,132.89999389648438,131.9554901123047,1703900
2025-04-08,135.0,137.5,131.72999572753906,133.36000061035156,132.41224670410156,2019600
2025-04-09,130.52000427246094,140.74000549316406,130.35000610351562,139.72999572753906,138.73695373535156,2684500
2025-04-10,138.1199951171875,140.57000732421875,135.8000030517578,139.6699981689453,138.67739868164062,1581000
2025-04-11,139.57000732421875,142.92999267578125,137.25999450683594,141.8800048828125,140.87168884277344,1073600
2025-04-14,143.1999969482422,144.07000732421875,140.1300048828125,142.97999572753906,141.9638671875,1281700
2025-04-15,142.8800048828125,143.13999938964844,140.8300018310547,141.39999389648438,140.39511108398438,1453800
2025-04-16,141.60000610351562,142.36000061035156,139.30999755859375,139.89999389648438,138.90574645996094,1508600
2025-04-17,139.25999450683594,140.39999389648438,138.0399932861328,139.4199981689453,138.4291534423828,1754500
2025-04-21,140.0,140.64999389648438,136.91000366210938,138.24000549316406,137.257568359375,962800
2025-04-22,138.9199981689453,141.85000610351562,138.5500030517578,141.25999450683594,140.25607299804688,1194600
2025-04-23,143.75,145.0,141.72000122070312,142.0,140.99082946777344,925700
2025-04-24,142.80999755859375,146.47999572753906,141.25999450683594,145.55999755859375,144.52552795410156,1153500
2025-04-25,145.83999633789062,146.8800048828125,144.41000366210938,145.7100067138672,144.6744842529297,1212800
2025-04-28,145.8699951171875,146.99000549316406,144.00999450683594,145.75,144.7141876220703,1178200
2025-04-29,145.9199981689453,148.05999755859375,145.35000610351562,147.55999755859375,146.51132202148438,1146600
2025-04-30,146.82000732421875,147.6300048828125,145.1300048828125,147.17999267578125,146.13401794433594,1025500
2025-05-01,146.77000427246094,147.6999969482422,144.8800048828125,146.61000061035156,145.5680694580078,1027400
2025-05-02,148.7899932861328,149.49000549316406,146.35000610351562,148.7899932861328,147.73257446289062,1494300
2025-05-05,147.61000061035156,150.17999267578125,147.61000061035156,147.94000244140625,146.8886260986328,1814700
2025-05-06,145.8699951171875,155.75999450683594,144.6300048828125,154.75,153.65020751953125,2626900
2025-05-07,153.8800048828125,155.44000244140625,152.22999572753906,154.72000122070312,153.6204376220703,1612000
