Date,Open,High,Low,Close,Adj Close,Volume,ticket
2025-02-28,100.0,100.0,100.0,100.0,144.4788055419922,100.0,qeddb
2025-03-03,101.61842355851434,101.64920749694902,100.901891606605,99.7767391675087,144.15623474121094,78.19259567387688,qeddb
2025-03-04,101.3989803755784,100.18925230488163,98.54045086596386,96.921721719159,140.0313262939453,100.2495840266223,qeddb
2025-03-05,97.88780573559666,98.32376087955808,97.97590193362736,96.86759694250242,139.953125,64.27828618968387,qeddb
2025-03-06,97.33231761551872,96.06624387598622,96.4268485773451,95.23713320992238,137.59747314453125,85.37853577371048,qeddb
2025-03-07,96.16649889184907,95.43089243239336,95.07745686989028,94.68913404073716,136.80572509765625,68.08444259567388,qeddb
2025-03-10,95.59730276692416,96.09327549947912,94.78141009910176,93.67431770572884,135.3395233154297,66.65973377703827,qeddb
2025-03-11,95.14469793207944,95.34302160745648,94.12048654999462,94.8041453199153,136.97189331054688,96.25623960066557,qeddb
2025-03-12,96.13220795147994,95.75532348169374,94.58175895546472,94.68913404073716,136.80572509765625,121.49542429284526,qeddb
2025-03-13,95.83047488295875,96.20817794790892,96.0068825805454,96.06251798825544,138.78997802734375,154.92928452579037,qeddb
2025-03-14,97.8329423238312,98.391355408506,97.7280529764146,98.3627642183094,142.1133270263672,128.80615640599004,qeddb
2025-03-17,99.47194881786773,99.75667413465544,99.29087863731712,99.600841385809,143.90208435058594,86.70965058236273,qeddb
2025-03-18,100.91207413623872,99.7634397756365,100.39243189274958,98.69427460411386,142.59230041503906,120.27870216306157,qeddb
2025-03-19,99.84912823367648,100.25009150632562,100.24096805749784,99.91204594752736,144.35171508789062,78.42138103161398,qeddb
2025-03-20,100.71320342469907,100.02704193697,99.96557449104452,98.92429716247013,142.9246368408203,87.91597337770382,qeddb
2025-03-21,99.8697007050728,99.15511995553656,98.86403174080247,98.51836649916856,142.338134765625,370.9130615640599,qeddb
2025-03-24,99.78740035536173,98.9929095876249,99.42857016794858,98.55219577498464,143.24282836914062,62.41680532445923,qeddb
2025-03-25,99.8971271788926,99.3443722604182,99.45611477718911,98.64014982745726,143.3706512451172,81.9571547420965,qeddb
2025-03-26,100.32917000646684,100.06082888796686,100.19965114363704,99.1069669932804,144.04916381835938,62.52079866888519,qeddb
2025-03-27,100.63091353911386,100.05407356046292,100.24096805749784,99.81733016918972,145.0816650390625,67.80366056572379,qeddb
2025-03-28,101.17952672851662,100.72322226852974,100.0206532043352,98.47101377162257,143.1248321533203,61.75124792013311,qeddb
2025-03-31,99.81483729330736,100.32443104930036,100.0826128173408,99.93911349747844,145.2586669921875,83.04908485856906,qeddb
2025-04-01,101.30982602344385,100.50017269917412,100.28227446616825,99.75644366666818,144.9931640625,55.42845257903494,qeddb
2025-04-02,100.6857769508793,100.06082888796686,100.36488728350903,99.8511594450058,145.13082885742188,58.13227953410982,qeddb
2025-04-03,98.7724533980156,99.09429106756969,98.4440657440028,97.89594705248628,142.2889862060547,96.33943427620632,qeddb
2025-04-04,97.11287443258276,96.30956974133078,89.99655849962349,89.09411042321591,129.4957733154297,139.24708818635608,qeddb
2025-04-07,88.49265313724956,89.51673212114912,85.08089626922869,85.65049764237716,124.4905776977539,120.24750415973378,qeddb
2025-04-08,89.7133457368105,90.13856259625696,86.17555811975582,85.95494563985334,124.93307495117188,100.977537437604,qeddb
2025-04-09,85.83184568344345,91.38898918745376,84.69535052878926,91.0831520915515,132.38677978515625,146.3914309484193,qeddb
2025-04-10,92.06555565554608,90.8212219593317,89.43890097219234,89.03322392069435,129.4072723388672,83.13227953410983,qeddb
2025-04-11,90.11795162643908,89.22608802284559,88.14457747283778,88.68817975991435,128.90576171875,87.56239600665558,qeddb
2025-04-14,90.73514669658012,90.97668731321647,90.56109692676958,90.1901087615863,131.08876037597656,59.52579034941764,qeddb
2025-04-15,91.55807694481013,91.32139465850582,91.5111863469503,90.20364253656184,131.10842895507812,44.75873544093178,qeddb
2025-04-16,91.56494141135944,91.4633390439056,90.50602871866931,89.37825775822876,129.90875244140625,49.13685524126456,qeddb
2025-04-17,91.21518846937046,90.4291963810834,90.59552243572504,89.4662118107014,130.03660583496094,48.21131447587354,qeddb
2025-04-21,90.46769410430224,89.23285366382665,87.05679652202562,86.40822903070092,125.5919189453125,72.76414309484193,qeddb
2025-04-22,89.09614020254362,90.13180726875302,89.19105201497956,89.94655242825448,130.73475646972656,58.98502495840267,qeddb
2025-04-23,91.89411141782628,92.90977326748798,91.73150120011296,90.69075520322548,131.8164520263672,76.4455074875208,qeddb
2025-04-24,91.59923235172856,91.8688752771618,91.132526758821,91.57702648408012,133.1046142578125,53.806156405990016,qeddb
2025-04-25,92.16841801252764,91.27407642554684,90.97418202385434,90.44719886989368,131.46243286132812,71.42262895174709,qeddb
2025-04-28,91.76381212289908,92.18655099895824,91.89672683479452,91.92206032161452,133.60610961914062,94.61314475873544,qeddb
2025-04-29,98.89589869051927,97.47212550759066,94.03098232774848,94.61471376324008,137.5198211669922,125.5095673876872,qeddb
2025-04-30,95.63159370729328,94.55897045095988,93.53528441332294,94.18172587323302,136.89047241210938,101.84068219633944,qeddb
2025-05-01,94.58235580957802,95.37006354442649,94.05851643179862,94.60794171412952,137.50994873046875,77.59983361064891,qeddb
2025-05-02,96.74255948332332,97.3842546826538,96.70912304351332,97.13822082578533,141.18763732910156,54.37811980033278,qeddb
2025-05-05,97.51748032221136,97.7762802609021,97.61101465011834,97.34794788330107,141.49249267578125,38.9455074875208,qeddb
